nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
22,20,0.03470000001470905,0.0663000000713509,1.9106628254538
22,25,0.0350000000253203,0.06890000031489756,1.968571436144364
22,30,0.0369499998669198,0.07525000000896395,2.036535866846727
22,35,0.06944999995539544,0.0757000002522545,1.0899928049081806
22,40,0.03689999994094245,0.08019999950192865,2.1734417243980158
22,45,0.0720499992894474,0.13970000009067005,1.9389313180899754
22,50,0.0384499994652287,0.08334999938597315,2.1677503392776023
22,55,0.039549999655719106,0.0869999998940329,2.199747171968744
22,60,0.040400000671070246,0.0898999996934435,2.225247480201637
22,65,0.0785499996709404,0.10075000045617341,1.282622544598761
22,70,0.0408000000788888,0.09530000033919345,2.3357843175227013
22,75,0.0411500000154774,0.0985000001492153,2.3936816552167026
22,80,0.0418999998146318,0.0978000007307855,2.3341289060491355
22,85,0.04259999968780895,0.0987499997791019,2.318075129173338
22,90,0.0434000003224355,0.10364999980083664,2.3882488255940193
22,95,0.0442000000475673,0.1054499994097568,2.3857465904134227
22,100,0.0450500001534237,0.1131000003624649,2.510543839673429
32,0,0.0435999995715974,0.0771499999245861,1.7694954285009756
32,5,0.04399999988891065,0.0825500005703361,1.8761363813353378
32,10,0.04554999986794425,0.088150000465248,1.9352360202153027
32,15,0.0469499996142985,0.09659999977884576,2.0575079994127727
32,20,0.04810000018551355,0.103549999948882,2.152806643440898
32,25,0.05454999973153455,0.1108500000555068,2.032080670963341
32,30,0.0534999999217689,0.1130000000557629,2.112149536841097
32,35,0.05335000014383695,0.1183500003207882,2.218369259638327
32,40,0.05564999992202495,0.1573500003360095,2.8274932714552277
32,45,0.05575000022872695,0.1289500000893895,2.313004476418709
32,50,0.06004999931974445,0.13415000012173545,2.2339717175921248
32,55,0.061050000567774945,0.1398999997945793,2.2915642668875758
32,60,0.0615999997535254,0.1481999997849925,2.4058441619800646
32,65,0.06295000002864976,0.15255000016622938,2.423351868098506
32,70,0.06374999975378155,0.1512499998170824,2.3725490259019253
32,75,0.08815000001050065,0.15645000030417575,1.7748156583725359
32,80,0.0667500003146415,0.16084999970189523,2.4097378118905124
32,85,0.07780000032653331,0.16569999979765265,2.129820039873978
32,90,0.06915000039953151,0.17190000016853446,2.4859002049940564
